Date,Day_of_Week,Holiday_Indicator,Sales
2021-12-13,Monday,0,740
2021-12-14,Tuesday,0,952
2021-12-15,Wednesday,0,745
2021-12-16,Thursday,0,789
2021-12-17,Friday,0,734
2021-12-18,Saturday,0,469
2021-12-19,Sunday,0,379
2021-12-20,Monday,0,744
2021-12-21,Tuesday,0,701
2021-12-22,Wednesday,0,797
2021-12-23,Thursday,0,865
2021-12-24,Friday,0,838
2021-12-25,Saturday,1,525
2021-12-26,Sunday,0,552
2021-12-27,Monday,0,810
2021-12-28,Tuesday,0,726
2021-12-29,Wednesday,0,799
2021-12-30,Thursday,0,801
2021-12-31,Friday,0,734
2022-01-01,Saturday,0,359
2022-01-02,Sunday,0,331
2022-01-03,Monday,0,580
2022-01-04,Tuesday,0,563
2022-01-05,Wednesday,0,518
2022-01-06,Thursday,0,613
2022-01-07,Friday,0,640
2022-01-08,Saturday,0,370
2022-01-09,Sunday,0,381
2022-01-10,Monday,0,624
2022-01-11,Tuesday,0,572
2022-01-12,Wednesday,0,655
2022-01-13,Thursday,0,522
2022-01-14,Friday,1,825
2022-01-15,Saturday,0,318
2022-01-16,Sunday,0,390
2022-01-17,Monday,0,661
2022-01-18,Tuesday,0,634
2022-01-19,Wednesday,0,669
2022-01-20,Thursday,0,551
2022-01-21,Friday,0,625
2022-01-22,Saturday,0,348
2022-01-23,Sunday,0,382
2022-01-24,Monday,0,597
2022-01-25,Tuesday,0,581
2022-01-26,Wednesday,1,956
2022-01-27,Thursday,0,657
2022-01-28,Friday,0,564
2022-01-29,Saturday,0,350
2022-01-30,Sunday,0,315
2022-01-31,Monday,0,453
2022-02-01,Tuesday,0,565
2022-02-02,Wednesday,0,588
2022-02-03,Thursday,0,568
2022-02-04,Friday,0,446
2022-02-05,Saturday,0,312
2022-02-06,Sunday,0,251
2022-02-07,Monday,0,630
2022-02-08,Tuesday,0,494
2022-02-09,Wednesday,0,623
2022-02-10,Thursday,0,606
2022-02-11,Friday,0,504
2022-02-12,Saturday,0,286
2022-02-13,Sunday,0,334
2022-02-14,Monday,0,507
2022-02-15,Tuesday,0,560
2022-02-16,Wednesday,0,527
2022-02-17,Thursday,0,455
2022-02-18,Friday,0,430
2022-02-19,Saturday,0,330
2022-02-20,Sunday,0,305
2022-02-21,Monday,0,523
2022-02-22,Tuesday,0,592
2022-02-23,Wednesday,0,619
2022-02-24,Thursday,0,539
2022-02-25,Friday,0,535
2022-02-26,Saturday,0,339
2022-02-27,Sunday,0,279
2022-02-28,Monday,0,566
2022-03-01,Tuesday,0,691
2022-03-02,Wednesday,0,699
2022-03-03,Thursday,0,528
2022-03-04,Friday,0,605
2022-03-05,Saturday,0,348
2022-03-06,Sunday,0,386
2022-03-07,Monday,0,686
2022-03-08,Tuesday,0,753
2022-03-09,Wednesday,0,622
2022-03-10,Thursday,0,622
2022-03-11,Friday,0,730
2022-03-12,Saturday,0,393
2022-03-13,Sunday,0,430
2022-03-14,Monday,0,674
2022-03-15,Tuesday,0,579
2022-03-16,Wednesday,0,567
2022-03-17,Thursday,0,553
2022-03-18,Friday,1,1000
2022-03-19,Saturday,0,427
2022-03-20,Sunday,0,452
2022-03-21,Monday,0,710
2022-03-22,Tuesday,0,731
2022-03-23,Wednesday,0,617
2022-03-24,Thursday,0,579
2022-03-25,Friday,0,710
2022-03-26,Saturday,0,398
2022-03-27,Sunday,0,386
2022-03-28,Monday,0,680
2022-03-29,Tuesday,0,676
2022-03-30,Wednesday,0,739
2022-03-31,Thursday,0,740
2022-04-01,Friday,0,478
2022-04-02,Saturday,0,286
2022-04-03,Sunday,0,278
2022-04-04,Monday,0,432
2022-04-05,Tuesday,0,487
2022-04-06,Wednesday,0,390
2022-04-07,Thursday,0,501
2022-04-08,Friday,0,399
2022-04-09,Saturday,0,272
2022-04-10,Sunday,1,363
2022-04-11,Monday,0,478
2022-04-12,Tuesday,0,452
2022-04-13,Wednesday,0,381
2022-04-14,Thursday,0,472
2022-04-15,Friday,1,641
2022-04-16,Saturday,0,287
2022-04-17,Sunday,1,396
2022-04-18,Monday,0,471
2022-04-19,Tuesday,0,410
2022-04-20,Wednesday,0,426
2022-04-21,Thursday,0,432
2022-04-22,Friday,0,492
2022-04-23,Saturday,0,308
2022-04-24,Sunday,0,243
2022-04-25,Monday,0,502
2022-04-26,Tuesday,0,355
2022-04-27,Wednesday,0,399
2022-04-28,Thursday,0,410
2022-04-29,Friday,0,392
2022-04-30,Saturday,0,222
2022-05-01,Sunday,1,367
2022-05-02,Monday,1,591
2022-05-03,Tuesday,1,627
2022-05-04,Wednesday,0,431
2022-05-05,Thursday,0,413
2022-05-06,Friday,0,429
2022-05-07,Saturday,0,233
2022-05-08,Sunday,0,207
2022-05-09,Monday,0,445
2022-05-10,Tuesday,0,379
2022-05-11,Wednesday,0,365
2022-05-12,Thursday,0,396
2022-05-13,Friday,0,366
2022-05-14,Saturday,0,225
2022-05-15,Sunday,0,243
2022-05-16,Monday,0,417
2022-05-17,Tuesday,0,366
2022-05-18,Wednesday,0,383
2022-05-19,Thursday,0,446
2022-05-20,Friday,0,423
2022-05-21,Saturday,0,284
2022-05-22,Sunday,0,262
2022-05-23,Monday,0,449
2022-05-24,Tuesday,0,347
2022-05-25,Wednesday,0,433
2022-05-26,Thursday,0,401
2022-05-27,Friday,0,380
2022-05-28,Saturday,0,239
2022-05-29,Sunday,0,257
2022-05-30,Monday,0,423
2022-05-31,Tuesday,0,367
2022-06-01,Wednesday,0,378
2022-06-02,Thursday,0,330
2022-06-03,Friday,0,360
2022-06-04,Saturday,0,199
2022-06-05,Sunday,1,301
2022-06-06,Monday,0,379
2022-06-07,Tuesday,0,316
2022-06-08,Wednesday,0,421
2022-06-09,Thursday,0,288
2022-06-10,Friday,0,331
2022-06-11,Saturday,0,213
2022-06-12,Sunday,0,217
2022-06-13,Monday,0,349
2022-06-14,Tuesday,0,350
2022-06-15,Wednesday,0,367
2022-06-16,Thursday,0,344
2022-06-17,Friday,0,401
2022-06-18,Saturday,0,223
2022-06-19,Sunday,0,223
2022-06-20,Monday,0,318
2022-06-21,Tuesday,0,349
2022-06-22,Wednesday,0,342
2022-06-23,Thursday,0,317
2022-06-24,Friday,0,365
2022-06-25,Saturday,0,194
2022-06-26,Sunday,0,219
2022-06-27,Monday,0,315
2022-06-28,Tuesday,0,413
2022-06-29,Wednesday,0,321
2022-06-30,Thursday,0,360
2022-07-01,Friday,0,489
2022-07-02,Saturday,0,249
2022-07-03,Sunday,0,287
2022-07-04,Monday,0,397
2022-07-05,Tuesday,0,519
2022-07-06,Wednesday,0,454
2022-07-07,Thursday,0,426
2022-07-08,Friday,0,440
2022-07-09,Saturday,1,429
2022-07-10,Sunday,1,373
2022-07-11,Monday,0,419
2022-07-12,Tuesday,0,443
2022-07-13,Wednesday,0,400
2022-07-14,Thursday,0,536
2022-07-15,Friday,0,427
2022-07-16,Saturday,0,286
2022-07-17,Sunday,0,270
2022-07-18,Monday,0,408
2022-07-19,Tuesday,0,453
2022-07-20,Wednesday,0,489
2022-07-21,Thursday,0,445
2022-07-22,Friday,0,507
2022-07-23,Saturday,0,291
2022-07-24,Sunday,0,288
2022-07-25,Monday,0,432
2022-07-26,Tuesday,0,404
2022-07-27,Wednesday,0,425
2022-07-28,Thursday,0,462
2022-07-29,Friday,0,478
2022-07-30,Saturday,0,207
2022-07-31,Sunday,0,264
2022-08-01,Monday,0,511
2022-08-02,Tuesday,0,490
2022-08-03,Wednesday,0,569
2022-08-04,Thursday,0,525
2022-08-05,Friday,0,570
2022-08-06,Saturday,0,287
2022-08-07,Sunday,0,321
2022-08-08,Monday,1,879
2022-08-09,Tuesday,0,570
2022-08-10,Wednesday,0,448
2022-08-11,Thursday,0,491
2022-08-12,Friday,0,486
2022-08-13,Saturday,0,308
2022-08-14,Sunday,0,314
2022-08-15,Monday,1,692
2022-08-16,Tuesday,0,507
2022-08-17,Wednesday,0,402
2022-08-18,Thursday,0,576
2022-08-19,Friday,0,478
2022-08-20,Saturday,0,295
2022-08-21,Sunday,0,284
2022-08-22,Monday,0,561
2022-08-23,Tuesday,0,360
2022-08-24,Wednesday,0,503
2022-08-25,Thursday,0,498
2022-08-26,Friday,0,481
2022-08-27,Saturday,0,344
2022-08-28,Sunday,0,267
2022-08-29,Monday,0,542
2022-08-30,Tuesday,0,521
2022-08-31,Wednesday,0,567
2022-09-01,Thursday,0,517
2022-09-02,Friday,0,513
2022-09-03,Saturday,0,358
2022-09-04,Sunday,0,337
2022-09-05,Monday,0,468
2022-09-06,Tuesday,0,524
2022-09-07,Wednesday,0,575
2022-09-08,Thursday,0,600
2022-09-09,Friday,0,516
2022-09-10,Saturday,0,229
2022-09-11,Sunday,0,340
2022-09-12,Monday,0,486
2022-09-13,Tuesday,0,442
2022-09-14,Wednesday,0,397
2022-09-15,Thursday,0,599
2022-09-16,Friday,0,561
2022-09-17,Saturday,0,316
2022-09-18,Sunday,0,368
2022-09-19,Monday,0,589
2022-09-20,Tuesday,0,644
2022-09-21,Wednesday,0,477
2022-09-22,Thursday,0,552
2022-09-23,Friday,0,464
2022-09-24,Saturday,0,315
2022-09-25,Sunday,0,315
2022-09-26,Monday,0,589
2022-09-27,Tuesday,0,556
2022-09-28,Wednesday,0,588
2022-09-29,Thursday,0,593
2022-09-30,Friday,0,673
2022-10-01,Saturday,0,398
2022-10-02,Sunday,1,559
2022-10-03,Monday,0,722
2022-10-04,Tuesday,0,648
2022-10-05,Wednesday,0,810
2022-10-06,Thursday,0,685
2022-10-07,Friday,0,665
2022-10-08,Saturday,1,588
2022-10-09,Sunday,0,441
2022-10-10,Monday,0,694
2022-10-11,Tuesday,0,660
2022-10-12,Wednesday,0,823
2022-10-13,Thursday,0,645
2022-10-14,Friday,0,708
2022-10-15,Saturday,0,438
2022-10-16,Sunday,0,344
2022-10-17,Monday,0,739
2022-10-18,Tuesday,0,631
2022-10-19,Wednesday,0,763
2022-10-20,Thursday,0,637
2022-10-21,Friday,0,754
2022-10-22,Saturday,0,457
2022-10-23,Sunday,0,447
2022-10-24,Monday,1,1000
2022-10-25,Tuesday,0,689
2022-10-26,Wednesday,0,664
2022-10-27,Thursday,0,809
2022-10-28,Friday,0,656
2022-10-29,Saturday,0,368
2022-10-30,Sunday,0,438
2022-10-31,Monday,0,649
2022-11-01,Tuesday,0,684
2022-11-02,Wednesday,0,646
2022-11-03,Thursday,0,719
2022-11-04,Friday,0,749
2022-11-05,Saturday,0,451
2022-11-06,Sunday,0,482
2022-11-07,Monday,0,795
2022-11-08,Tuesday,0,741
2022-11-09,Wednesday,0,741
2022-11-10,Thursday,0,794
2022-11-11,Friday,0,852
2022-11-12,Saturday,0,446
2022-11-13,Sunday,0,420
2022-11-14,Monday,0,680
2022-11-15,Tuesday,0,646
2022-11-16,Wednesday,0,806
2022-11-17,Thursday,0,799
2022-11-18,Friday,0,799
2022-11-19,Saturday,0,435
2022-11-20,Sunday,0,503
2022-11-21,Monday,0,719
2022-11-22,Tuesday,0,828
2022-11-23,Wednesday,0,753
2022-11-24,Thursday,0,710
2022-11-25,Friday,0,800
2022-11-26,Saturday,0,459
2022-11-27,Sunday,0,456
2022-11-28,Monday,0,762
2022-11-29,Tuesday,0,753
2022-11-30,Wednesday,0,936
2022-12-01,Thursday,0,901
2022-12-02,Friday,0,864
2022-12-03,Saturday,0,475
2022-12-04,Sunday,0,517
2022-12-05,Monday,0,848
2022-12-06,Tuesday,0,808
2022-12-07,Wednesday,0,781
2022-12-08,Thursday,0,799
2022-12-09,Friday,0,550
2022-12-10,Saturday,0,480
2022-12-11,Sunday,0,447
2022-12-12,Monday,0,934
2022-12-13,Tuesday,0,807
2022-12-14,Wednesday,0,710
2022-12-15,Thursday,0,802
2022-12-16,Friday,0,722
2022-12-17,Saturday,0,492
2022-12-18,Sunday,0,484
2022-12-19,Monday,0,883
2022-12-20,Tuesday,0,742
2022-12-21,Wednesday,0,809
2022-12-22,Thursday,0,696
2022-12-23,Friday,0,862
2022-12-24,Saturday,0,494
2022-12-25,Sunday,1,740
2022-12-26,Monday,0,806
2022-12-27,Tuesday,0,839
2022-12-28,Wednesday,0,935
2022-12-29,Thursday,0,783
2022-12-30,Friday,0,817
2022-12-31,Saturday,0,419
2023-01-01,Sunday,0,329
2023-01-02,Monday,0,625
2023-01-03,Tuesday,0,687
2023-01-04,Wednesday,0,603
2023-01-05,Thursday,0,604
2023-01-06,Friday,0,594
2023-01-07,Saturday,0,341
2023-01-08,Sunday,0,371
2023-01-09,Monday,0,526
2023-01-10,Tuesday,0,698
2023-01-11,Wednesday,0,577
2023-01-12,Thursday,0,663
2023-01-13,Friday,0,540
2023-01-14,Saturday,1,578
2023-01-15,Sunday,0,385
2023-01-16,Monday,0,642
2023-01-17,Tuesday,0,557
2023-01-18,Wednesday,0,634
2023-01-19,Thursday,0,545
2023-01-20,Friday,0,603
2023-01-21,Saturday,0,398
2023-01-22,Sunday,0,389
2023-01-23,Monday,0,620
2023-01-24,Tuesday,0,558
2023-01-25,Wednesday,0,659
2023-01-26,Thursday,1,930
2023-01-27,Friday,0,475
2023-01-28,Saturday,0,389
2023-01-29,Sunday,0,360
2023-01-30,Monday,0,693
2023-01-31,Tuesday,0,551
2023-02-01,Wednesday,0,387
2023-02-02,Thursday,0,583
2023-02-03,Friday,0,584
2023-02-04,Saturday,0,275
2023-02-05,Sunday,0,298
2023-02-06,Monday,0,723
2023-02-07,Tuesday,0,550
2023-02-08,Wednesday,0,609
2023-02-09,Thursday,0,530
2023-02-10,Friday,0,448
2023-02-11,Saturday,0,325
2023-02-12,Sunday,0,322
2023-02-13,Monday,0,544
2023-02-14,Tuesday,0,561
2023-02-15,Wednesday,0,582
2023-02-16,Thursday,0,559
2023-02-17,Friday,0,495
2023-02-18,Saturday,0,347
2023-02-19,Sunday,0,266
2023-02-20,Monday,0,451
2023-02-21,Tuesday,0,609
2023-02-22,Wednesday,0,596
2023-02-23,Thursday,0,564
2023-02-24,Friday,0,488
2023-02-25,Saturday,0,307
2023-02-26,Sunday,0,322
2023-02-27,Monday,0,477
2023-02-28,Tuesday,0,525
2023-03-01,Wednesday,0,714
2023-03-02,Thursday,0,766
2023-03-03,Friday,0,642
2023-03-04,Saturday,0,420
2023-03-05,Sunday,0,316
2023-03-06,Monday,0,715
2023-03-07,Tuesday,0,616
2023-03-08,Wednesday,1,1000
2023-03-09,Thursday,0,654
2023-03-10,Friday,0,759
2023-03-11,Saturday,0,357
2023-03-12,Sunday,0,415
2023-03-13,Monday,0,652
2023-03-14,Tuesday,0,660
2023-03-15,Wednesday,0,658
2023-03-16,Thursday,0,614
2023-03-17,Friday,0,669
2023-03-18,Saturday,0,388
2023-03-19,Sunday,0,400
2023-03-20,Monday,0,676
2023-03-21,Tuesday,0,724
2023-03-22,Wednesday,0,732
2023-03-23,Thursday,0,600
2023-03-24,Friday,0,729
2023-03-25,Saturday,0,344
2023-03-26,Sunday,0,414
2023-03-27,Monday,0,712
2023-03-28,Tuesday,0,542
2023-03-29,Wednesday,0,677
2023-03-30,Thursday,0,639
2023-03-31,Friday,0,619
2023-04-01,Saturday,0,307
2023-04-02,Sunday,1,379
2023-04-03,Monday,0,426
2023-04-04,Tuesday,0,467
2023-04-05,Wednesday,0,496
2023-04-06,Thursday,0,457
2023-04-07,Friday,1,777
2023-04-08,Saturday,0,285
2023-04-09,Sunday,1,317
2023-04-10,Monday,0,439
2023-04-11,Tuesday,0,438
2023-04-12,Wednesday,0,486
2023-04-13,Thursday,0,342
2023-04-14,Friday,0,582
2023-04-15,Saturday,0,285
2023-04-16,Sunday,0,274
2023-04-17,Monday,0,519
2023-04-18,Tuesday,0,573
2023-04-19,Wednesday,0,504
2023-04-20,Thursday,0,508
2023-04-21,Friday,1,705
2023-04-22,Saturday,1,400
2023-04-23,Sunday,0,258
2023-04-24,Monday,0,426
2023-04-25,Tuesday,0,432
2023-04-26,Wednesday,0,401
2023-04-27,Thursday,0,460
2023-04-28,Friday,0,386
2023-04-29,Saturday,0,276
2023-04-30,Sunday,0,269
2023-05-01,Monday,1,628
2023-05-02,Tuesday,0,391
2023-05-03,Wednesday,0,539
2023-05-04,Thursday,0,468
2023-05-05,Friday,0,361
2023-05-06,Saturday,0,246
2023-05-07,Sunday,0,226
2023-05-08,Monday,0,370
2023-05-09,Tuesday,0,357
2023-05-10,Wednesday,0,430
2023-05-11,Thursday,0,384
2023-05-12,Friday,0,452
2023-05-13,Saturday,0,264
2023-05-14,Sunday,0,273
2023-05-15,Monday,0,377
2023-05-16,Tuesday,0,432
2023-05-17,Wednesday,0,438
2023-05-18,Thursday,0,393
2023-05-19,Friday,0,380
2023-05-20,Saturday,0,279
2023-05-21,Sunday,0,246
2023-05-22,Monday,0,439
2023-05-23,Tuesday,0,378
2023-05-24,Wednesday,0,362
2023-05-25,Thursday,0,389
2023-05-26,Friday,0,407
2023-05-27,Saturday,0,215
2023-05-28,Sunday,1,360
2023-05-29,Monday,0,343
2023-05-30,Tuesday,0,366
2023-05-31,Wednesday,0,440
2023-06-01,Thursday,0,383
2023-06-02,Friday,0,347
2023-06-03,Saturday,0,189
2023-06-04,Sunday,0,189
2023-06-05,Monday,0,347
2023-06-06,Tuesday,0,384
2023-06-07,Wednesday,0,394
2023-06-08,Thursday,0,343
2023-06-09,Friday,0,319
2023-06-10,Saturday,0,216
2023-06-11,Sunday,0,193
2023-06-12,Monday,0,342
2023-06-13,Tuesday,0,409
2023-06-14,Wednesday,0,391
2023-06-15,Thursday,0,366
2023-06-16,Friday,0,315
2023-06-17,Saturday,0,215
2023-06-18,Sunday,0,233
2023-06-19,Monday,0,347
2023-06-20,Tuesday,0,410
2023-06-21,Wednesday,0,407
2023-06-22,Thursday,0,421
2023-06-23,Friday,0,372
2023-06-24,Saturday,0,223
2023-06-25,Sunday,0,240
2023-06-26,Monday,0,377
2023-06-27,Tuesday,0,343
2023-06-28,Wednesday,1,517
2023-06-29,Thursday,1,554
2023-06-30,Friday,0,314
2023-07-01,Saturday,0,267
2023-07-02,Sunday,0,300
2023-07-03,Monday,0,362
2023-07-04,Tuesday,0,535
2023-07-05,Wednesday,0,516
2023-07-06,Thursday,0,443
2023-07-07,Friday,0,489
2023-07-08,Saturday,0,270
2023-07-09,Sunday,0,304
2023-07-10,Monday,0,510
2023-07-11,Tuesday,0,399
2023-07-12,Wednesday,0,491
2023-07-13,Thursday,0,454
2023-07-14,Friday,0,468
2023-07-15,Saturday,0,251
2023-07-16,Sunday,0,318
2023-07-17,Monday,0,512
2023-07-18,Tuesday,0,430
2023-07-19,Wednesday,0,402
2023-07-20,Thursday,0,446
2023-07-21,Friday,0,484
2023-07-22,Saturday,0,277
2023-07-23,Sunday,0,304
2023-07-24,Monday,0,501
2023-07-25,Tuesday,0,509
2023-07-26,Wednesday,0,479
2023-07-27,Thursday,0,399
2023-07-28,Friday,1,682
2023-07-29,Saturday,0,299
2023-07-30,Sunday,0,269
2023-07-31,Monday,0,487
2023-08-01,Tuesday,0,499
2023-08-02,Wednesday,0,462
2023-08-03,Thursday,0,509
2023-08-04,Friday,0,531
2023-08-05,Saturday,0,281
2023-08-06,Sunday,0,293
2023-08-07,Monday,0,467
2023-08-08,Tuesday,0,573
2023-08-09,Wednesday,0,500
2023-08-10,Thursday,0,590
2023-08-11,Friday,0,594
2023-08-12,Saturday,0,298
2023-08-13,Sunday,0,270
2023-08-14,Monday,0,408
2023-08-15,Tuesday,1,660
2023-08-16,Wednesday,0,445
2023-08-17,Thursday,0,587
2023-08-18,Friday,0,521
2023-08-19,Saturday,0,312
2023-08-20,Sunday,0,234
2023-08-21,Monday,0,454
2023-08-22,Tuesday,0,561
2023-08-23,Wednesday,0,530
2023-08-24,Thursday,0,508
2023-08-25,Friday,0,545
2023-08-26,Saturday,0,350
2023-08-27,Sunday,0,294
2023-08-28,Monday,0,519
2023-08-29,Tuesday,0,525
2023-08-30,Wednesday,0,639
2023-08-31,Thursday,0,407
2023-09-01,Friday,0,606
2023-09-02,Saturday,0,327
2023-09-03,Sunday,0,349
2023-09-04,Monday,0,530
2023-09-05,Tuesday,0,564
2023-09-06,Wednesday,0,607
2023-09-07,Thursday,0,744
2023-09-08,Friday,0,613
2023-09-09,Saturday,0,303
2023-09-10,Sunday,0,317
2023-09-11,Monday,0,541
2023-09-12,Tuesday,0,465
2023-09-13,Wednesday,0,548
2023-09-14,Thursday,0,609
2023-09-15,Friday,0,495
2023-09-16,Saturday,0,365
2023-09-17,Sunday,0,347
2023-09-18,Monday,0,525
2023-09-19,Tuesday,0,559
2023-09-20,Wednesday,0,658
2023-09-21,Thursday,0,609
2023-09-22,Friday,0,568
2023-09-23,Saturday,0,323
2023-09-24,Sunday,0,333
2023-09-25,Monday,0,538
2023-09-26,Tuesday,0,448
2023-09-27,Wednesday,1,1000
2023-09-28,Thursday,0,576
2023-09-29,Friday,0,590
2023-09-30,Saturday,0,329
2023-10-01,Sunday,0,390
2023-10-02,Monday,1,1000
2023-10-03,Tuesday,0,606
2023-10-04,Wednesday,0,886
2023-10-05,Thursday,0,633
2023-10-06,Friday,0,647
2023-10-07,Saturday,0,402
2023-10-08,Sunday,0,475
2023-10-09,Monday,0,723
2023-10-10,Tuesday,0,633
2023-10-11,Wednesday,0,813
2023-10-12,Thursday,0,775
2023-10-13,Friday,0,761
2023-10-14,Saturday,0,451
2023-10-15,Sunday,0,522
2023-10-16,Monday,0,880
2023-10-17,Tuesday,0,672
2023-10-18,Wednesday,0,839
2023-10-19,Thursday,0,750
2023-10-20,Friday,0,758
2023-10-21,Saturday,0,350
2023-10-22,Sunday,0,414
2023-10-23,Monday,0,663
2023-10-24,Tuesday,0,782
2023-10-25,Wednesday,0,799
2023-10-26,Thursday,0,572
2023-10-27,Friday,0,720
2023-10-28,Saturday,0,468
2023-10-29,Sunday,0,413
2023-10-30,Monday,0,775
2023-10-31,Tuesday,0,747
2023-11-01,Wednesday,0,800
2023-11-02,Thursday,0,753
2023-11-03,Friday,0,679
2023-11-04,Saturday,0,400
2023-11-05,Sunday,0,483
2023-11-06,Monday,0,775
2023-11-07,Tuesday,0,763
2023-11-08,Wednesday,0,741
2023-11-09,Thursday,0,750
2023-11-10,Friday,0,855
2023-11-11,Saturday,0,436
2023-11-12,Sunday,1,586
2023-11-13,Monday,0,831
2023-11-14,Tuesday,0,758
2023-11-15,Wednesday,0,776
2023-11-16,Thursday,0,898
2023-11-17,Friday,0,772
2023-11-18,Saturday,0,464
2023-11-19,Sunday,0,398
2023-11-20,Monday,0,756
2023-11-21,Tuesday,0,821
2023-11-22,Wednesday,0,653
2023-11-23,Thursday,0,789
2023-11-24,Friday,0,781
2023-11-25,Saturday,0,453
2023-11-26,Sunday,0,498
2023-11-27,Monday,0,799
2023-11-28,Tuesday,0,888
2023-11-29,Wednesday,0,697
2023-11-30,Thursday,0,784
2023-12-01,Friday,0,832
2023-12-02,Saturday,0,430
2023-12-03,Sunday,0,527
2023-12-04,Monday,0,1000
2023-12-05,Tuesday,0,824
2023-12-06,Wednesday,0,867
2023-12-07,Thursday,0,832
2023-12-08,Friday,0,766
2023-12-09,Saturday,0,393
2023-12-10,Sunday,0,447
2023-12-11,Monday,0,710
2023-12-12,Tuesday,0,966
2023-12-13,Wednesday,0,816
2023-12-14,Thursday,0,797
2023-12-15,Friday,0,899
2023-12-16,Saturday,0,427
2023-12-17,Sunday,0,444
2023-12-18,Monday,0,831
2023-12-19,Tuesday,0,910
2023-12-20,Wednesday,0,867
2023-12-21,Thursday,0,846
2023-12-22,Friday,0,832
2023-12-23,Saturday,0,500
2023-12-24,Sunday,0,491
2023-12-25,Monday,1,1000
2023-12-26,Tuesday,0,829
2023-12-27,Wednesday,0,736
2023-12-28,Thursday,0,832
2023-12-29,Friday,0,785
2023-12-30,Saturday,0,603
2023-12-31,Sunday,0,479
2024-01-01,Monday,0,544
2024-01-02,Tuesday,0,625
2024-01-03,Wednesday,0,666
2024-01-04,Thursday,0,739
2024-01-05,Friday,0,596
2024-01-06,Saturday,0,311
2024-01-07,Sunday,0,399
2024-01-08,Monday,0,546
2024-01-09,Tuesday,0,605
2024-01-10,Wednesday,0,617
2024-01-11,Thursday,0,629
2024-01-12,Friday,0,677
2024-01-13,Saturday,0,344
2024-01-14,Sunday,1,539
2024-01-15,Monday,0,632
2024-01-16,Tuesday,0,643
2024-01-17,Wednesday,0,639
2024-01-18,Thursday,0,661
2024-01-19,Friday,0,687
2024-01-20,Saturday,0,384
2024-01-21,Sunday,0,386
2024-01-22,Monday,0,533
2024-01-23,Tuesday,0,636
2024-01-24,Wednesday,0,663
2024-01-25,Thursday,0,679
2024-01-26,Friday,1,884
2024-01-27,Saturday,0,345
2024-01-28,Sunday,0,348
2024-01-29,Monday,0,667
2024-01-30,Tuesday,0,699
2024-01-31,Wednesday,0,607
2024-02-01,Thursday,0,633
2024-02-02,Friday,0,587
2024-02-03,Saturday,0,334
2024-02-04,Sunday,0,331
2024-02-05,Monday,0,624
2024-02-06,Tuesday,0,599
2024-02-07,Wednesday,0,712
2024-02-08,Thursday,0,531
2024-02-09,Friday,0,610
2024-02-10,Saturday,0,320
2024-02-11,Sunday,0,309
2024-02-12,Monday,0,580
2024-02-13,Tuesday,0,588
2024-02-14,Wednesday,0,750
2024-02-15,Thursday,0,570
2024-02-16,Friday,0,515
2024-02-17,Saturday,0,348
2024-02-18,Sunday,0,268
2024-02-19,Monday,0,575
2024-02-20,Tuesday,0,581
2024-02-21,Wednesday,0,626
2024-02-22,Thursday,0,637
2024-02-23,Friday,0,551
2024-02-24,Saturday,0,333
2024-02-25,Sunday,0,312
2024-02-26,Monday,0,515
2024-02-27,Tuesday,0,598
2024-02-28,Wednesday,0,506
2024-02-29,Thursday,0,556
2024-03-01,Friday,0,618
2024-03-02,Saturday,0,422
2024-03-03,Sunday,0,472
2024-03-04,Monday,0,597
2024-03-05,Tuesday,0,559
2024-03-06,Wednesday,0,677
2024-03-07,Thursday,0,687
2024-03-08,Friday,0,701
2024-03-09,Saturday,0,382
2024-03-10,Sunday,0,392
2024-03-11,Monday,0,711
2024-03-12,Tuesday,0,757
2024-03-13,Wednesday,0,552
2024-03-14,Thursday,0,661
2024-03-15,Friday,0,701
2024-03-16,Saturday,0,363
2024-03-17,Sunday,0,469
2024-03-18,Monday,0,642
2024-03-19,Tuesday,0,683
2024-03-20,Wednesday,0,724
2024-03-21,Thursday,0,645
2024-03-22,Friday,0,559
2024-03-23,Saturday,0,383
2024-03-24,Sunday,1,662
2024-03-25,Monday,1,994
2024-03-26,Tuesday,0,628
2024-03-27,Wednesday,0,749
2024-03-28,Thursday,0,663
2024-03-29,Friday,1,977
2024-03-30,Saturday,0,406
2024-03-31,Sunday,1,646
2024-04-01,Monday,0,588
2024-04-02,Tuesday,0,514
2024-04-03,Wednesday,0,530
2024-04-04,Thursday,0,451
2024-04-05,Friday,0,426
2024-04-06,Saturday,0,278
2024-04-07,Sunday,0,280
2024-04-08,Monday,0,423
2024-04-09,Tuesday,0,466
2024-04-10,Wednesday,1,741
2024-04-11,Thursday,1,738
2024-04-12,Friday,0,499
2024-04-13,Saturday,0,285
2024-04-14,Sunday,0,263
2024-04-15,Monday,0,450
2024-04-16,Tuesday,0,418
2024-04-17,Wednesday,0,560
2024-04-18,Thursday,0,475
2024-04-19,Friday,0,464
2024-04-20,Saturday,0,251
2024-04-21,Sunday,0,358
2024-04-22,Monday,0,424
2024-04-23,Tuesday,0,454
2024-04-24,Wednesday,0,494
2024-04-25,Thursday,0,503
2024-04-26,Friday,0,520
2024-04-27,Saturday,0,327
2024-04-28,Sunday,0,291
2024-04-29,Monday,0,425
2024-04-30,Tuesday,0,462
2024-05-01,Wednesday,1,653
2024-05-02,Thursday,0,509
2024-05-03,Friday,0,363
